NAME,TYPE,LOCATION,TAG,LAT,LON
문스크린,지역레저시설 스크린골프,서울특별시 은평구 은평로11길 12-10,에너지 회복; 스트레스 해소,37.6016837,126.9238701
네오메트로 스크린골프,지역레저시설 스크린골프,서울특별시 은평구 응암로13길 11-7,에너지 회복; 스트레스 해소,37.5887899,126.9144213
농꿀낚시터,지역레저시설 낚시터,서울특별시 은평구 의상봉길 6-17,안정감; 감정 정화,37.6528699,126.9427061
길현탁구클럽,지역체육시설 탁구장,서울특별시 은평구 증산로15길 35-8,에너지 회복; 스트레스 해소,37.5899165,126.9108445
맑음클라임,지역체육시설 클라이밍,서울특별시 은평구 통일로 1020,에너지 회복; 스트레스 해소,37.6334539,126.9178541
가인볼링장 은평점,지역체육시설 볼링장,서울특별시 은평구 통일로 1050,에너지 회복; 스트레스 해소,37.6371776,126.9179672
은평인공암벽장,지역체육시설 클라이밍,서울특별시 은평구 통일로 1078,에너지 회복; 스트레스 해소,37.6387399,126.9171364
연신내스크린골프,지역레저시설 스크린골프,서울특별시 은평구 통일로83길 6-29,에너지 회복; 스트레스 해소,37.6213018,126.9184284
룸즈에이,액티비티 방탈출,서울특별시 종로구 대학로10길 15-15,몰입; 감정 자극,37.5825017,127.0028621
배화여자대학교 테니스장,지역체육시설 테니스장,서울특별시 종로구 사직로9길 18-1,에너지 회복; 스트레스 해소,37.577197,126.9677215
TCC더코아클라이밍,지역체육시설 클라이밍,서울특별시 종로구 삼일대로 386,에너지 회복; 스트레스 해소,37.5711632,126.9875989
성균관대학교 농구코트,지역체육시설 농구장,서울특별시 종로구 성균관로 25-2,에너지 회복; 스트레스 해소,37.5870459,126.9906264
종로OK탁구,지역체육시설 탁구장,서울특별시 종로구 종로 121-2,에너지 회복; 스트레스 해소,37.5702398,126.9993979
클라이밍파크 종로점,지역체육시설 클라이밍,서울특별시 종로구 종로 199-1,에너지 회복; 스트레스 해소,37.5711481,126.9999363
동아볼링센터,지역체육시설 볼링장,서울특별시 종로구 종로 413,에너지 회복; 스트레스 해소,37.576213,127.0224963
올가미이스케이프,액티비티 방탈출,서울특별시 종로구 종로12길 6-20,몰입; 감정 자극,37.5698479,126.9846461
종로골프존,지역레저시설 스크린골프,서울특별시 종로구 지봉로5길 7-5,에너지 회복; 스트레스 해소,37.573398,127.0144158
서울스크린골프,지역레저시설 스크린골프,서울특별시 종로구 진흥로 449,에너지 회복; 스트레스 해소,37.6085043,126.9555665
재림골프존 스크린골프,지역레저시설 스크린골프,서울특별시 종로구 창경궁로 112-11,에너지 회복; 스트레스 해소,37.5689748,126.9979256
시크릿챔버,액티비티 방탈출,서울특별시 종로구 창경궁로 258-12,몰입; 감정 자극,37.5836496,127.0003055
상상의문 대학로점,액티비티 방탈출,서울특별시 종로구 창경궁로34길 18-5,몰입; 감정 자극,37.5840975,127.0007342
세란골프클럽,지역레저시설 실내골프연습장,서울특별시 종로구 통일로16길 4-1,에너지 회복; 스트레스 해소,37.5758553,126.957352
올림픽골프클럽,지역레저시설 실내골프연습장,서울특별시 종로구 평창문화로 28-3,에너지 회복; 스트레스 해소,37.60421,126.9634721
여의도 보라매테니스클럽,지역체육시설 테니스장,서울특별시 종로구 필운대로7길 21-6,에너지 회복; 스트레스 해소,37.5815852,126.9676553
남대문실탄사격장,지역레저시설 사격장,서울특별시 중구 남대문시장길 25-8,감정 자극; 스트레스 해소,37.5605774,126.979394
담장,지역체육시설 클라이밍,서울특별시 중구 마른내로 63-3,에너지 회복; 스트레스 해소,37.5646848,126.9948704
뉴캐슬스크린골프,지역레저시설 스크린골프,서울특별시 중구 청계천로 370,에너지 회복; 스트레스 해소,37.5687182,127.0193395
대영스크린골프,지역레저시설 스크린골프,서울특별시 중랑구 겸재로 226-3,에너지 회복; 스트레스 해소,37.5898158,127.0954898
가자실내낚시터 먹골역점,지역레저시설 낚시터,서울특별시 중랑구 동일로 925,안정감; 감정 정화,37.6161604,127.07605
박현미탁구클럽,지역체육시설 탁구장,서울특별시 중랑구 동일로 937,에너지 회복; 스트레스 해소,37.6161604,127.07605
참피온탁구장,지역체육시설 탁구장,서울특별시 중랑구 망우로 469,에너지 회복; 스트레스 해소,37.6007877,127.1043499
사가정탁구장,지역체육시설 탁구장,서울특별시 중랑구 면목로 298-1,에너지 회복; 스트레스 해소,37.592568,127.0864879
BK플러스볼링센터,지역체육시설 볼링장,서울특별시 중랑구 봉화산로 221,에너지 회복; 스트레스 해소,37.608006,127.097289
비원스크린골프,지역레저시설 스크린골프,서울특별시 중랑구 숙선옹주로 6-9,에너지 회복; 스트레스 해소,37.6155781,127.0853376
용마폭포공원 배드민턴장,지역체육시설 배드민턴장,서울특별시 중랑구 용마산로 250-12,에너지 회복; 스트레스 해소,37.5911748,127.0973538
삼부스크린골프연습장,지역레저시설 스크린골프,서울특별시 중랑구 용마산로 623,에너지 회복; 스트레스 해소,37.6142472,127.101489
서서울호수공원 산책길,산책길,서울 양천구 신월동 서서울호수공원,위로; 감정 정화,37.5293065,126.8328761
초안산 나들길,산책길,서울 노원구 월계동 초안산,위로; 감정 정화,37.6343133,127.0586737
정진우 바이올린 독주회 ,독주/독창회,서대문구,감정 정화; 몰입,37.5790747,126.9367861
[중랑구립정보도서관] 중랑 이음:인문학 6월 이낙준의사 [대한민국 의학의 역사],교육/체험,중랑구,감정 정화; 몰입,37.6063,127.093
